Page_no,Link_no,Address,Sold_price,List_price,Style,Bedrooms,Bathrooms,Sqft_min,Sqft_max,Latitude,Longitude,Postal_code,Added_at,Sold_at,Last_status,Link_path,Address_path,Link_num,Title,Type,Exterior,Basement,Parking,Kitchens,Lot_frontage,Lot_depth,Parking_included,Parking_spaces,Approx_age,Extras,Is_rental,Description,MLS,Neighbourhood,Link,Garage,Heat,Heating_fuel,AC
25,577,12 Morris Ave,560000.0,499000.0,house-detached,3,2,1500,2000,-79.8263805,43.2468789,L8L1X7,2020-12-17T18:35:51.742Z,2020-12-23T04:00:00.000Z,Sld,/hamilton-on-real-estate/10395834-12-morris-ave-hamilton-on-l8l1x7,/hamilton-on-real-estate/12-morris-ave,577,"12 Morris Ave, Hamilton (X5067133) | Zoocasa",Detached,Alum Siding and Vinyl Siding,Full and Unfinished,4,2,25 feet,121.45 feet,True,4.0,51-99,Unit 1 Pays $1325 Plus Hydro And Unit 2 Pays $1499 Plus Hydro. Large Dog Will Be In Crate In Bathroom On Main Floor During Showings.,False,"Excellent Investment Opportunity In This Detached Home With 2 Newly Renovated Units. Main Level Is Currently A 1 Bedroom Unit With A 2 Bedroom Unit On The Top Level. Second Level Features A Rear Walk Out To 12x12 Deck. 200 Amp Service With Breakers, Waterproofing With Sump Pump In Basement. Tenants Pay Their Own Hydro. Parking In Rear For 4 Vehicles.",X5067133,Crown Point West,http://www.zoocasa.com//hamilton-on-real-estate/10395834-12-morris-ave-hamilton-on-l8l1x7,None,Forced Air,Gas,None
25,578,35 Mcanulty Blvd,425000.0,339900.0,house-detached,3,2,700,1100,-79.812164,43.2548761,L8H3G8,2020-12-17T16:36:21.247Z,2020-12-23T04:00:00.000Z,Sld,/hamilton-on-real-estate/10395339-35-mcanulty-blvd-hamilton-on-l8h3g8,/hamilton-on-real-estate/35-mcanulty-blvd,578,"35 Mcanulty Blvd, Hamilton (X5066932) | Zoocasa",Detached,Alum Siding and Metal/Side,Finished and Full,0,1,25 feet,100 feet,True,0.0,100+,"Hwt Owned, Shed In Backyard Included",False,This Home Is Perfect For A First Time Home Buyer Or Someone Looking To Downsize. The Main Floor Features 3 Bedrooms And A 4 Piece Bathroom. Enjoy The Recently Upgraded Sunroom Featuring A New Oversized Window. (Replaced In 2020) This Room Has The Potential To Be A Sitting Room Or Dining Room. Walk Downstairs To The Finished Recreation Space And An Additional Bedroom. Benefit From The Large Laundry Room With Tons Of Storage Space!,X5066932,Industrial Sector E and McAnulty,http://www.zoocasa.com//hamilton-on-real-estate/10395339-35-mcanulty-blvd-hamilton-on-l8h3g8,None,Forced Air,Gas,Central Air
25,579,28 Province St S,705000.0,699900.0,house-detached,4,2,1500,2000,-79.8164766,43.2406698,L8K2K6,2020-12-16T18:48:07.239Z,2020-12-23T04:00:00.000Z,Sld,/hamilton-on-real-estate/10392886-28-province-st-s-hamilton-on-l8k2k6-vow,/hamilton-on-real-estate/28-province-st-s,579,"28 Province St S, Hamilton (X5066365) | Zoocasa",Detached,Brick,Full,3,1,30 feet,105 feet,True,3.0,51-99,**Interboard Listing: Hamilton - Burlington R.E. Assoc**,False,"Another Single-Family Home In The Highly Sought After Delta East Neighbourhood! This 2.5 Story Brick Beauty Is Full Of Original Charm & Character Including Inlaid Hardwood Floors, Untouched Trim, A Pocket Door, And More! Enter The Enclosed Front Porch Before Reaching The Stunning Front Entry Door With Led Glass Sidelites. The Main Floor Features Inlaid Hardwood Floors, An Original Living Room Fireplace, An Oversized Formal Dining Room Lined W/ Windows Along..",X5066365,Delta East,http://www.zoocasa.com//hamilton-on-real-estate/10392886-28-province-st-s-hamilton-on-l8k2k6-vow,Detached,Forced Air,Gas,Central Air
25,580,550 Barton St E,570000.0,575000.0,house-detached,2,2,,,-79.841987,43.25787769999999,L8L2Z3,2020-12-05T12:36:18.560Z,2020-12-23T04:00:00.000Z,Sld,/hamilton-on-real-estate/10353458-550-barton-st-e-hamilton-on-l8l2z3,/hamilton-on-real-estate/550-barton-st-e,580,"550 Barton St E, Hamilton (X5057387) | Zoocasa",Duplex,Brick,Unfinished,4,1,24.51 feet,93 feet,True,4.0,100+,"Upgrades And Updates Include: Flat Roof (1.5 Years Old), Windows (6 Years), Newer Kitchens, Updated Washrooms, New Flooring, New Light Fixtures, Updated Wiring, Plumbing & Electrical Panels, Furnace & Ac (Approx. 3 Years Old).",False,"Incredible Opportunity Awaits With This Legal Duplex With C5 Zoning Permitting For Many Uses. A Fantastic Live-Work Space With The Opportunity For A Great Cash Flow With Upper Unit. Main Floor Features 2 Bedroom Unit With 1.5 Baths, Large Kitchen And Bonus Space Which Could Be Used As A Store Front, Office Or More. Legal Duplex Zoning With Separate Meters And Private Parking. Many Updates Completed And Impeccably Maintained, This Property Is Move-In Ready!",X5057387,Gibson,http://www.zoocasa.com//hamilton-on-real-estate/10353458-550-barton-st-e-hamilton-on-l8l2z3,Detached,Forced Air,Gas,Central Air
25,581,101 Shoreview Pl,380000.0,389990.0,condo-highrise,1,1,500,599,-79.7206715,43.2386123,L8E0K3,2020-11-18T21:40:38.476Z,2020-12-23T04:00:00.000Z,Sld,/hamilton-on-real-estate/10225107-514-101-shoreview-pl-hamilton-on-l8e0k3,/hamilton-on-real-estate/514-101-shoreview-pl,581,"514 - 101 Shoreview Pl, Hamilton (X4993611) | Zoocasa",Condo Apt,Brick and Concrete,None,1,1,,,True,1.0,0-5,"Stainless Steel Fridge, Stove, Built-In-Dishwasher, Microwave, Stack-Able Washer, And Dryer.",False,"Lakeside Living !!! Stunning 1 Bedroom 1 Bath Condo In The Sought After Sapphire Development By Award-Winning Developer New Horizon!!! Features 9ft Ceilings, Laminate Flooring Throughout, Floor To Ceiling Windows, Geothermal Heating And Cooling, In-Suite Laundry, Stainless Steel Fridge, Stove, Built-In-Dishwasher, Microwave, Stack-Able Washer And Dryer All Included;",X4993611,Community Beach,http://www.zoocasa.com//hamilton-on-real-estate/10225107-514-101-shoreview-pl-hamilton-on-l8e0k3,Undergrnd,Forced Air,Grnd Srce,Central Air
25,582,31 Vienna St,1040000.0,1049978.0,house-detached,4,4,3000,3500,-79.7718349,43.2186039,L8G4R2,2020-11-18T15:49:02.641Z,2020-12-23T04:00:00.000Z,Sld,/hamilton-on-real-estate/10223692-31-vienna-st-hamilton-on-l8g4r2-vow,/hamilton-on-real-estate/31-vienna-st,582,"31 Vienna St, Hamilton (X4992805) | Zoocasa",Detached,Stone,Finished and Full,6,1,72.01 feet,115 feet,True,6.0,31-50,"Extensive Landscaping W/ 9 Zone Sprinkler System W/ Rain Detection/Delay. Close To Schools, Shopping, Qew. Incl S/S Apps, Light Fixtures, Window Coverings, W/D, Alarm Syst, W/Cellular Back Up Power, Shed In Bckyrd, Water Softener, More.",False,"Beautiful 3240 Sqft Custom Built Home W/ 4 Beds, Office & 4 Bathrms In Premium Neighbourhood. All Natural Stone Exterior, Hrdwd Flr In Main & 2nd Flr, Lrg Kitch W/ Top Quality Granite Counter Top W/ Solid Oak Cabinets, Drs & Staircase. Lrg Master W/ Walk-In Closet & 6pc Ensuite, Granite Counter Top In All Bathrms, Fully Finished Bsmt W/ Rec, Gym, Sauna & Living Rm. Roof, A/C, Furnace 2019. Dbl Car Garage W/ Remote Door Opener. Enjoy Private Bckyrd W/Hot Tub.",X4992805,Gershome,http://www.zoocasa.com//hamilton-on-real-estate/10223692-31-vienna-st-hamilton-on-l8g4r2-vow,Attached,Forced Air,Wood,Central Air
25,583,10 Beaucourt Rd,620000.0,649900.0,house-detached,3,3,700,1100,-79.9352942,43.251258,L8S2P9,2020-09-30T15:38:36.802Z,2020-12-23T04:00:00.000Z,Sld,/hamilton-on-real-estate/7932243-10-beaucourt-rd-hamilton-on-l8s2p9,/hamilton-on-real-estate/10-beaucourt-rd,583,"10 Beaucourt Rd, Hamilton (X4933801) | Zoocasa",Detached,Brick,Finished,4,1,39.99 feet,104.37 feet,True,4.0,51-99,"2 Fridge, 2 Stoves, 1 Microwave, Washer, Dryer, All Elf, Window Coverings & Hot Water Heater",False,"Fabulously Located 3+3 Bedroom, 2 Kitchen Bungalow With Side Door Access To In-Law Suite/ Basement Located In Desirable West End Neighbourhood. Window, Doors And 50-Years Timberline Roof In 2017. New Ac In 2020! All The Tough Jobs Are Complete! Lovely Quiet Treed Street Close To Highways, University/Schools, Shopping And Walking Trails.",X4933801,Ainslie Wood West,http://www.zoocasa.com//hamilton-on-real-estate/7932243-10-beaucourt-rd-hamilton-on-l8s2p9,None,Forced Air,Gas,Central Air
25,584,10 Rutherford Ave,665000.0,679500.0,house-detached,3,4,2000,2500,-79.8504846,43.2462573,L8M1Y3,2020-09-25T19:38:56.249Z,2020-12-23T04:00:00.000Z,Sld,/hamilton-on-real-estate/6986970-10-rutherford-ave-hamilton-on-l8m1y3,/hamilton-on-real-estate/10-rutherford-ave,584,"10 Rutherford Ave, Hamilton (X4819381) | Zoocasa",Detached,Brick,Finished and Full,2,3,29.66 feet,110 feet,True,2.0,51-99,"Inclusions: All Light Fixtures, All Window Coverings, 2 Stoves, 3 Fridges, 1 Washer, 1 Dryer",False,"Three Separate Units, A Rare Find In This Condition Of Upgraded Features With High-End Finishes! Each Unit Has Separate Entrance + Private Back Deck. Main Level Unit Has Huge Kitchen, Dining, And Living Room + Basement. Upper Suites Have Eat In Kitchens, Bathrooms, Bedrooms And Living Rooms. All Units Are Bright, Clean & Spacious! 2 Car Parking Is Available Out Front. Wonderful Opportunity To Move In - Rent To Family But Still Have Your Privacy!",X4819381,St. Clair,http://www.zoocasa.com//hamilton-on-real-estate/6986970-10-rutherford-ave-hamilton-on-l8m1y3,None,Forced Air,Gas,Central Air
25,585,136 Hibiscus Lane,659900.0,659900.0,house-attached,3,3,1500,2000,-79.7858584,43.2178204,L8K0A3,2020-12-20T17:34:57.427Z,2020-12-22T04:00:00.000Z,Sld,/hamilton-on-real-estate/10401585-136-hibiscus-lane-hamilton-on-l8k0a3,/hamilton-on-real-estate/136-hibiscus-lane,585,"136 Hibiscus Lane, Hamilton (X5068709) | Zoocasa",Att/Row/Twnhouse,Alum Siding and Brick,Unfinished and Full,2,1,23.5 feet,78 feet,True,2.0,New,"Brand New Fridge, Stove, Dishwasher, This Is A Portal Includes Road Fees $56.91/ Month",False,"Brand New, 1910 Sq Feet End Unit 3 Storey Town House (The Myst Model), Never Lived 3 Good Size Bedrooms, 2 And A Half Bath Townhouse In The Beautiful Vincent Neighborhood In The City Of Hamilton. Right In Front Of A Bus Stop. With 9 Ft Ceiling Main Floor. Good Size Master With 4pc Ensuite & W/I Closet!! Laundry On 3rd Level! A Lot Of Living Space!! Close To Schools, Park, Transit, Hwy 403!! 1 Car Parking In Garage And 1 On Drive Way.",X5068709,Red Hill,http://www.zoocasa.com//hamilton-on-real-estate/10401585-136-hibiscus-lane-hamilton-on-l8k0a3,Built-In,Forced Air,Gas,Central Air
25,586,1190 Upper Ottawa St,456000.0,429900.0,townhouse,3,2,1000,1199,-79.8390544,43.2063288,L8W1T8,2020-12-16T21:39:36.643Z,2020-12-22T04:00:00.000Z,Sld,/hamilton-on-real-estate/10393806-26-1190-upper-ottawa-st-hamilton-on-l8w1t8,/hamilton-on-real-estate/26-1190-upper-ottawa-st,586,"26 - 1190 Upper Ottawa St, Hamilton (X5066586) | Zoocasa",Condo Townhouse,Brick and Vinyl Siding,Finished and Full,2,1,,,True,2.0,16-30,"Fridge, Stove, Washer And Dryer All In ""As Is"" Condition",False,Desirable Hamilton Mountain Location Featuring 3 Bedroom Townhouse With Attached Garage. Bright And Spacious Living Space. Finished Basement With Bedroom And 3 Pc Bath. Laminate Wood Flooring Throughout. Ceramics In Kitchen And Bath. Large Wood Deck In Backyard. Close To All Amenities. Condo Fee Amount To Be Verified.  *Rsa* Square Footage Provided By Sellers. Must Be Seen!,X5066586,Quinndale,http://www.zoocasa.com//hamilton-on-real-estate/10393806-26-1190-upper-ottawa-st-hamilton-on-l8w1t8,Attached,Forced Air,Gas,Central Air
25,587,223 Erindale Ave,681000.0,654900.0,house-detached,3,2,1100,1500,-79.80960329999999,43.2212311,L8K4R6,2020-12-16T18:48:07.148Z,2020-12-22T04:00:00.000Z,Sld,/hamilton-on-real-estate/10392885-223-erindale-ave-hamilton-on-l8k4r6-vow,/hamilton-on-real-estate/223-erindale-ave,587,"223 Erindale Ave, Hamilton (X5066358) | Zoocasa",Detached,Brick,Finished and Sep Entrance,3,1,50 feet,109 feet,True,3.0,51-99,**Interboard Listing: Hamilton Burlington R.E. Assoc**,False,"Extensively Renovated In Sought After Rosedale Area. New High Eff Furnace/A/C(2020). Newer Windows(2016),New Kitchen & Appliances(2020)On Main Flr, New Entry Drs, New Flrg Thruout, New Intr Drs, Bsebrds And Hardware, Pot Lighting In Rec Room, Wood Burning Stove In Rec Room, Lrge Basement Kitchen Newly Painted. Beautiful Gem Located In Walking Distance Of Green Space. Possible In Law Suite - Buyer To Perform Own Due Diligence.Offers No Earlier Than Dec 22 At 3",X5066358,Rosedale,http://www.zoocasa.com//hamilton-on-real-estate/10392885-223-erindale-ave-hamilton-on-l8k4r6-vow,Detached,Forced Air,Gas,Central Air
25,588,244 Glover Rd,839900.0,839900.0,house-detached,3,3,2000,2500,-79.6808291,43.2135048,L8E5H6,2020-12-16T12:35:00.340Z,2020-12-22T04:00:00.000Z,Sld,/hamilton-on-real-estate/10391524-244-glover-rd-hamilton-on-l8e5h6,/hamilton-on-real-estate/244-glover-rd,588,"244 Glover Rd, Hamilton (X5066036) | Zoocasa",Detached,Vinyl Siding and Brick,Finished and Sep Entrance,6,1,65.62 feet,110 feet,True,6.0,16-30,"Fridge (2), Stove (2), D/W, Microwave, Freezer, All Elf'S, Window Coverings, Hot Tub, Agdo & Remotes.",False,"Lovely 4 Lvl Backsplit! Some Of The Features Include;, 3+1 Bdrm, 3 Full Baths, Double Garage And Driveway That Can Accommodate 4 Cars, Backs Onto Greenspace, Large Liv/Din Rm With Hardwood Floors, French Doors & Shutters, Eat-In Kitch Overlooking Family Rm With Gas Fireplace And W/O Access To Yard With Hot Tub, Spacious Master W/4pc Ensuite, In-Law Potential In Lower Lvl W/2nd Kitch And Separate Entrance.",X5066036,Vinemount,http://www.zoocasa.com//hamilton-on-real-estate/10391524-244-glover-rd-hamilton-on-l8e5h6,Built-In,Forced Air,Gas,Central Air
25,589,74 Golden Iris Cres,800000.0,799900.0,house-attached,3,3,,,-79.8822441,43.3463724,L8B0R6,2020-12-11T15:35:03.852Z,2020-12-22T04:00:00.000Z,Sld,/hamilton-on-real-estate/10382826-74-golden-iris-cres-hamilton-on-l8b0r6,/hamilton-on-real-estate/74-golden-iris-cres,589,"74 Golden Iris Cres, Hamilton (X5063079) | Zoocasa",Link,Vinyl Siding,Finished and Full,3,1,24.65 feet,93.68 feet,True,3.0,,"Built-In Microwave, Central Vac, Dishwasher, Dryer, Refrigerator, Stove, Washer.  Exclusions:  Basement Freezer, Tv & Mounts And Electric Fireplace.",False,"Stunning 3 Bedroom Detached Link In Waterdown On Quiet Cul De Sac. Approx. 2400 Sqft Of Living Space, 9'Ceilings, Maple Kitchen, Breakfast Area W/Walk Out To Backyard Patio. Sep. Dining Area, Inside Entry From The Garage, Hardwood Floors & 2pc Bath Complete The Main. Upper Level Offers Huge Master Retreat, W/I Closet & 4 Pc Ensuite. Professionally Landscaped Front & Back, Maint. Free Backyard W/Artificial Turf, Lower Level W/Home Theatre & Loads Of Storage.",X5063079,Waterdown North,http://www.zoocasa.com//hamilton-on-real-estate/10382826-74-golden-iris-cres-hamilton-on-l8b0r6,Attached,Forced Air,Gas,Central Air
25,590,1048 Greenhill Ave,815000.0,814900.0,house-detached,4,4,2000,2500,-79.7745527,43.2150457,L8G5G9,2020-12-04T19:50:09.539Z,2020-12-22T04:00:00.000Z,Sld,/hamilton-on-real-estate/10352531-1048-greenhill-ave-hamilton-on-l8g5g9-vow,/hamilton-on-real-estate/1048-greenhill-ave,590,"1048 Greenhill Ave, Hamilton (X5057107) | Zoocasa",Detached,Brick and Brick Front,Full and Finished,5,1,39.37 feet,109.26 feet,True,5.0,16-30,"S Fridge, Stove, D/I D/W, White Washer, Dryer, All Elf. *Interboard Listing: Hamilton- Burlington R. E. Assoc*",False,"This Stunning, Modern & Neutral Home Offers 4 Bedrooms W/ Hrdwd Flrs, 3.5 Baths, Living & Dining Room W/ Hrdwd Flrs, Gas F/P W/  New Ss Appliances & W/ The Sliding Door For The Walk Out To A Big Gazebo & Nice Fenced Backyard For Entertaining Or Relaxing. Laundry Rm On The Main Flr, Finished Basement W/ Rec Rm, Full Bath & Electrical F/P. Mins From Hwy, Trails, Schools, Golf/Country Club & A New Coming Go Train.",X5057107,Gershome,http://www.zoocasa.com//hamilton-on-real-estate/10352531-1048-greenhill-ave-hamilton-on-l8g5g9-vow,Attached,Forced Air,Gas,Central Air
25,591,10 Glen Manor St,605000.0,599900.0,house-semidetached,4,2,1100,1500,-79.792834,43.2126888,L8K5L1,2020-12-03T19:49:12.322Z,2020-12-22T04:00:00.000Z,Sld,/hamilton-on-real-estate/10349792-10-glen-manor-st-hamilton-on-l8k5l1-vow,/hamilton-on-real-estate/10-glen-manor-st,591,"10 Glen Manor St, Hamilton (X5055985) | Zoocasa",Semi-Detached,Brick,Full and Part Fin,3,1,35.21 feet,110 feet,True,3.0,31-50,"Incl: Fridge, Stove  Rental: Water Heater",False,"Charming, Well Cared For Home In Convenient And Family Friendly Location. Minutes To Red Hill Valley Parkway And The Qew. Walking Distance To The Bruce Trail And The Escarpment. Spacious Main Floor Features Principle Rooms, Perfect For Larger Families, And Powder Room. Second Floor Offers 4 Bedrooms And Full Bathroom Abundantly Spaced. Attached Garage With Inside Entry And Two Driveway Spaces. Tour: Https://My.Matterport.Com/Show/?M=Gupwkr8Uxib&Mls=1",X5055985,Red Hill,http://www.zoocasa.com//hamilton-on-real-estate/10349792-10-glen-manor-st-hamilton-on-l8k5l1-vow,Attached,Forced Air,Gas,Central Air
25,592,94 Lovers Lane,2475000.0,2495000.0,house-detached,4,4,3500,5000,-79.9881329,43.2228782,L9G1G7,2020-11-16T16:47:21.472Z,2020-12-22T04:00:00.000Z,Sld,/hamilton-on-real-estate/9974463-94-lovers-lane-hamilton-on-l9g1g7-vow,/hamilton-on-real-estate/94-lovers-ln,592,"94 Lovers Lane, Hamilton (X4990622) | Zoocasa",Detached,Brick and Stone,Full and Unfinished,6,1,100 feet,77.45 feet,True,6.0,0-5,"Master W/Balcony, Spa Ensuite W/Curbless Shower, Soaker Tub,& Lrg W/I Dressing Rm. Ea.Bed Features An Ensuite/An Ensuite Privilege. Superior Construction & Smart Home Autom. Sys. Basement (9Ft Ceilings)& Lrg Windows Ready For Your Finishes.",False,"Custom Built 4 Beds 3.5 Bath In Old Ancaster Impeccable Finishes.Soaring 30Ft Main Foyer W/Custom Staircase,Panel Moulding. Dining Rm Inspired By Town & Country Fireplace -Polished Black Limestone Mantel W/Marble.  Open Concept Gourmet Kitchen With Built In Panty,Breakfast Nook,& Quartz Countertops.Great Rm Feat Cathedral Ceiling, Impressive 15X12 Window,2nd Town & Country Fireplace With Floor To Ceiling Stone Surround.French Doors Open To Lrg Covered Patio",X4990622,Springvale,http://www.zoocasa.com//hamilton-on-real-estate/9974463-94-lovers-lane-hamilton-on-l9g1g7-vow,Attached,Forced Air,Gas,Central Air
25,593,52 Oxford St,618500.0,649000.0,house-detached,3,2,1500,2000,-79.877454,43.2651206,L8R2X1,2020-11-12T12:34:43.950Z,2020-12-22T04:00:00.000Z,Sld,/hamilton-on-real-estate/9955122-52-oxford-st-hamilton-on-l8r2x1,/hamilton-on-real-estate/52-oxford-st,593,"52 Oxford St, Hamilton (X4986950) | Zoocasa",Detached,Metal/Side and Brick,Finished and Walk-Up,2,1,19.5 feet,88.16 feet,True,2.0,100+,"1 Fridge, 1 Stove, 1 Dishwasher, 1 Washer, 1 Dryer, 3 Bedrooms Upper, 1 Kitchen With Separate Entrance. Accepting Offer At Any Time",False,Attention Investors And End Users. This House Has A Separate Entrance To The Basement. **Amazing Potential Right Here In Hamilton.** Spacious Detach With Newer Kitchen And Bathrooms And Freshly Painted. Newly Updated. This Home Is One Of The Larger Lots In The Area. Look To See What Potential You Have. Just Minutes To The Hwy. This Is A Must-See Property.,X4986950,Strathcona,http://www.zoocasa.com//hamilton-on-real-estate/9955122-52-oxford-st-hamilton-on-l8r2x1,None,Forced Air,Gas,Central Air
25,594,971 Ridge Rd,1140000.0,1200000.0,house-detached,3,2,,,-79.6837778,43.1992802,L8J2X4,2020-10-09T15:35:45.843Z,2020-12-22T04:00:00.000Z,Sld,/hamilton-on-real-estate/9325911-971-ridge-rd-hamilton-on-l8j2x4,/hamilton-on-real-estate/971-ridge-rd,594,"971 Ridge Rd, Hamilton (X4947848) | Zoocasa",Detached,Brick,Finished and Sep Entrance,7,1,,,True,7.0,51-99,"All Existing Appliance, Electrical Light Fixtures, Hot Water Tank. Fully Renovated Detached Bungalow With 9.50 Acres Of Land. New Appliances, New Roof.",False,"Excellent Location, Fully Renovated Detached Bungalow On 360 Feet Frontage Lot, 9.51 Acre Of Land, Panoramic Views Of Lake Ontario. Ideal Location To Raise The Family And Future Build Dream Home. Within An Hour To Toronto, Go-Train Within 10 Minutes, Close To All Amenities. Enjoy The Well Maintained And Professionally Landscape Estate. *Investors & Builders Dream To Own A Premises On Niagara Escarpment W/ Panoramic View Of Lake Ontario, Gta, Skyline, Cn Tower",X4947848,Vinemount,http://www.zoocasa.com//hamilton-on-real-estate/9325911-971-ridge-rd-hamilton-on-l8j2x4,Attached,Forced Air,Oil,None
